long,lat,cpue
-37.5,12.5,2540.00
-36.5,12.5,3502.74
-35.5,12.5,3904.08
-34.5,12.5,4492.23
-33.5,12.5,4237.70
-32.5,12.5,3701.33
-31.5,12.5,3823.05
-30.5,12.5,3933.67
-29.5,12.5,3743.14
-28.5,12.5,3061.72
-27.5,12.5,4162.88
-26.5,12.5,2723.50
-25.5,12.5,522.00
-24.5,12.5,1548.00
-23.5,12.5,1653.33
-22.5,12.5,1451.33
-21.5,12.5,4236.49
-20.5,12.5,6294.53
-19.5,12.5,NA
-18.5,12.5,NA
-17.5,12.5,NA
-16.5,12.5,NA
-15.5,12.5,NA
-14.5,12.5,NA
-13.5,12.5,NA
-12.5,12.5,NA
-11.5,12.5,NA
-10.5,12.5,NA
-9.5,12.5,NA
-8.5,12.5,NA
-7.5,12.5,NA
-6.5,12.5,NA
-5.5,12.5,NA
-4.5,12.5,NA
-3.5,12.5,NA
-2.5,12.5,NA
-1.5,12.5,NA
-0.5,12.5,NA
-46.5,11.5,NA
-45.5,11.5,NA
-44.5,11.5,949.25
-43.5,11.5,2245.67
-42.5,11.5,NA
-41.5,11.5,2450.00
-40.5,11.5,880.00
-39.5,11.5,3276.25
-38.5,11.5,4265.00
-37.5,11.5,4053.33
-36.5,11.5,2365.67
-35.5,11.5,4086.20
-34.5,11.5,4280.78
-33.5,11.5,3946.36
-32.5,11.5,4005.24
-31.5,11.5,4328.63
-30.5,11.5,4778.71
-29.5,11.5,3749.00
-28.5,11.5,3375.00
-27.5,11.5,3015.42
-26.5,11.5,1359.63
-25.5,11.5,4006.94
-24.5,11.5,2730.17
-23.5,11.5,3598.13
-22.5,11.5,3666.82
-21.5,11.5,4744.13
-20.5,11.5,3768.38
-19.5,11.5,NA
-18.5,11.5,NA
-17.5,11.5,NA
-16.5,11.5,NA
-15.5,11.5,NA
-14.5,11.5,NA
-13.5,11.5,NA
-12.5,11.5,NA
-11.5,11.5,NA
-10.5,11.5,NA
-9.5,11.5,NA
-8.5,11.5,NA
-7.5,11.5,NA
-6.5,11.5,NA
-5.5,11.5,NA
-4.5,11.5,NA
-3.5,11.5,NA
-2.5,11.5,NA
-1.5,11.5,NA
-0.5,11.5,NA
-46.5,10.5,NA
-45.5,10.5,NA
-44.5,10.5,NA
-43.5,10.5,NA
-42.5,10.5,NA
-41.5,10.5,1050.00
-40.5,10.5,NA
-39.5,10.5,NA
-38.5,10.5,3007.00
-37.5,10.5,4268.00
-36.5,10.5,3595.64
-35.5,10.5,3716.86
-34.5,10.5,4553.79
-33.5,10.5,4762.02
-32.5,10.5,3575.28
-31.5,10.5,3187.94
-30.5,10.5,3426.22
-29.5,10.5,3267.60
-28.5,10.5,2246.44
-27.5,10.5,3255.00
-26.5,10.5,NA
-25.5,10.5,5290.00
-24.5,10.5,5736.87
-23.5,10.5,2916.25
-22.5,10.5,3621.26
-21.5,10.5,3598.57
-20.5,10.5,3571.44
-19.5,10.5,4385.00
-18.5,10.5,NA
-17.5,10.5,NA
-16.5,10.5,NA
-15.5,10.5,NA
-14.5,10.5,NA
-13.5,10.5,NA
-12.5,10.5,NA
-11.5,10.5,NA
-10.5,10.5,NA
-9.5,10.5,NA
-8.5,10.5,NA
-7.5,10.5,NA
-6.5,10.5,NA
-5.5,10.5,NA
-4.5,10.5,NA
-3.5,10.5,NA
-2.5,10.5,NA
-1.5,10.5,NA
-0.5,10.5,NA
-46.5,9.5,NA
-45.5,9.5,NA
-44.5,9.5,NA
-43.5,9.5,NA
-42.5,9.5,NA
-41.5,9.5,900.00
-40.5,9.5,NA
-39.5,9.5,2159.00
-38.5,9.5,2648.67
-37.5,9.5,3099.26
-36.5,9.5,4531.30
-35.5,9.5,4318.39
-34.5,9.5,5183.53
-33.5,9.5,4932.32
-32.5,9.5,3458.54
-31.5,9.5,2719.44
-30.5,9.5,1535.30
-29.5,9.5,3153.00
-28.5,9.5,1632.00
-27.5,9.5,1740.75
-26.5,9.5,1372.40
-25.5,9.5,1332.80
-24.5,9.5,5769.60
-23.5,9.5,2988.00
-22.5,9.5,2875.61
-21.5,9.5,3822.97
-20.5,9.5,3408.43
-19.5,9.5,3207.00
-18.5,9.5,NA
-17.5,9.5,NA
-16.5,9.5,NA
-15.5,9.5,NA
-14.5,9.5,NA
-13.5,9.5,NA
-12.5,9.5,NA
-11.5,9.5,NA
-10.5,9.5,NA
-9.5,9.5,NA
-8.5,9.5,NA
-7.5,9.5,NA
-6.5,9.5,NA
-5.5,9.5,NA
-4.5,9.5,NA
-3.5,9.5,NA
-2.5,9.5,NA
-1.5,9.5,NA
-0.5,9.5,NA
-46.5,8.5,NA
-45.5,8.5,NA
-44.5,8.5,NA
-43.5,8.5,NA
-42.5,8.5,NA
-41.5,8.5,NA
-40.5,8.5,1722.00
-39.5,8.5,764.00
-38.5,8.5,1033.00
-37.5,8.5,3214.13
-36.5,8.5,2809.86
-35.5,8.5,3513.50
-34.5,8.5,3804.00
-33.5,8.5,3296.43
-32.5,8.5,3023.22
-31.5,8.5,2186.33
-30.5,8.5,1562.50
-29.5,8.5,975.14
-28.5,8.5,4187.67
-27.5,8.5,1711.29
-26.5,8.5,2501.43
-25.5,8.5,2577.67
-24.5,8.5,4425.14
-23.5,8.5,2269.06
-22.5,8.5,2876.24
-21.5,8.5,2604.39
-20.5,8.5,2538.34
-19.5,8.5,2994.68
-18.5,8.5,2777.65
-17.5,8.5,NA
-16.5,8.5,NA
-15.5,8.5,NA
-14.5,8.5,NA
-13.5,8.5,NA
-12.5,8.5,NA
-11.5,8.5,NA
-10.5,8.5,NA
-9.5,8.5,NA
-8.5,8.5,NA
-7.5,8.5,NA
-6.5,8.5,NA
-5.5,8.5,NA
-4.5,8.5,NA
-3.5,8.5,NA
-2.5,8.5,NA
-1.5,8.5,NA
-0.5,8.5,NA
-46.5,7.5,NA
-45.5,7.5,NA
-44.5,7.5,NA
-43.5,7.5,NA
-42.5,7.5,NA
-41.5,7.5,NA
-40.5,7.5,NA
-39.5,7.5,1011.00
-38.5,7.5,NA
-37.5,7.5,NA
-36.5,7.5,NA
-35.5,7.5,NA
-34.5,7.5,NA
-33.5,7.5,2100.00
-32.5,7.5,504.00
-31.5,7.5,NA
-30.5,7.5,NA
-29.5,7.5,NA
-28.5,7.5,NA
-27.5,7.5,1561.86
-26.5,7.5,2114.50
-25.5,7.5,1821.17
-24.5,7.5,3170.21
-23.5,7.5,2550.31
-22.5,7.5,2712.69
-21.5,7.5,2710.78
-20.5,7.5,2283.96
-19.5,7.5,2354.41
-18.5,7.5,2160.19
-17.5,7.5,1843.50
-16.5,7.5,1020.00
-15.5,7.5,NA
-14.5,7.5,NA
-13.5,7.5,NA
-12.5,7.5,NA
-11.5,7.5,NA
-10.5,7.5,NA
-9.5,7.5,NA
-8.5,7.5,NA
-7.5,7.5,NA
-6.5,7.5,NA
-5.5,7.5,NA
-4.5,7.5,NA
-3.5,7.5,NA
-2.5,7.5,NA
-1.5,7.5,NA
-0.5,7.5,NA
-46.5,6.5,NA
-45.5,6.5,NA
-44.5,6.5,NA
-43.5,6.5,NA
-42.5,6.5,NA
-41.5,6.5,NA
-40.5,6.5,NA
-39.5,6.5,NA
-38.5,6.5,NA
-37.5,6.5,NA
-36.5,6.5,45.00
-35.5,6.5,NA
-34.5,6.5,213.00
-33.5,6.5,NA
-32.5,6.5,359.67
-31.5,6.5,185.00
-30.5,6.5,NA
-29.5,6.5,NA
-28.5,6.5,NA
-27.5,6.5,1864.75
-26.5,6.5,1250.14
-25.5,6.5,2033.14
-24.5,6.5,2296.21
-23.5,6.5,2056.67
-22.5,6.5,2385.77
-21.5,6.5,2428.64
-20.5,6.5,2402.51
-19.5,6.5,2334.10
-18.5,6.5,2495.33
-17.5,6.5,2320.49
-16.5,6.5,2037.46
-15.5,6.5,NA
-14.5,6.5,NA
-13.5,6.5,NA
-12.5,6.5,NA
-11.5,6.5,1001.00
-10.5,6.5,49.00
-9.5,6.5,NA
-8.5,6.5,NA
-7.5,6.5,NA
-6.5,6.5,NA
-5.5,6.5,NA
-4.5,6.5,NA
-3.5,6.5,NA
-2.5,6.5,NA
-1.5,6.5,NA
-0.5,6.5,NA
-46.5,5.5,NA
-45.5,5.5,NA
-44.5,5.5,NA
-43.5,5.5,NA
-42.5,5.5,NA
-41.5,5.5,NA
-40.5,5.5,NA
-39.5,5.5,230.33
-38.5,5.5,153.00
-37.5,5.5,344.00
-36.5,5.5,NA
-35.5,5.5,NA
-34.5,5.5,NA
-33.5,5.5,185.00
-32.5,5.5,298.50
-31.5,5.5,305.50
-30.5,5.5,NA
-29.5,5.5,677.00
-28.5,5.5,NA
-27.5,5.5,285.00
-26.5,5.5,891.00
-25.5,5.5,1846.28
-24.5,5.5,2409.98
-23.5,5.5,2366.07
-22.5,5.5,1949.52
-21.5,5.5,2061.31
-20.5,5.5,3993.75
-19.5,5.5,3332.55
-18.5,5.5,2777.55
-17.5,5.5,1985.00
-16.5,5.5,2726.17
-15.5,5.5,2665.00
-14.5,5.5,NA
-13.5,5.5,NA
-12.5,5.5,NA
-11.5,5.5,86.00
-10.5,5.5,138.48
-9.5,5.5,166.00
-8.5,5.5,NA
-7.5,5.5,NA
-6.5,5.5,NA
-5.5,5.5,NA
-4.5,5.5,NA
-3.5,5.5,NA
-2.5,5.5,NA
-1.5,5.5,NA
-0.5,5.5,NA
-46.5,4.5,NA
-45.5,4.5,NA
-44.5,4.5,NA
-43.5,4.5,NA
-42.5,4.5,302.50
-41.5,4.5,NA
-40.5,4.5,NA
-39.5,4.5,1578.33
-38.5,4.5,1188.75
-37.5,4.5,820.00
-36.5,4.5,1097.50
-35.5,4.5,487.50
-34.5,4.5,2209.40
-33.5,4.5,1696.80
-32.5,4.5,1244.22
-31.5,4.5,1357.33
-30.5,4.5,1101.67
-29.5,4.5,657.38
-28.5,4.5,725.06
-27.5,4.5,662.75
-26.5,4.5,817.06
-25.5,4.5,1250.40
-24.5,4.5,1220.04
-23.5,4.5,1484.51
-22.5,4.5,1972.87
-21.5,4.5,2393.49
-20.5,4.5,2628.54
-19.5,4.5,1520.00
-18.5,4.5,2142.00
-17.5,4.5,2720.00
-16.5,4.5,NA
-15.5,4.5,NA
-14.5,4.5,NA
-13.5,4.5,NA
-12.5,4.5,NA
-11.5,4.5,NA
-10.5,4.5,NA
-9.5,4.5,439.00
-8.5,4.5,1126.00
-7.5,4.5,NA
-6.5,4.5,NA
-5.5,4.5,NA
-4.5,4.5,NA
-3.5,4.5,NA
-2.5,4.5,NA
-1.5,4.5,NA
-0.5,4.5,NA
-46.5,3.5,NA
-45.5,3.5,NA
-44.5,3.5,NA
-43.5,3.5,NA
-42.5,3.5,458.00
-41.5,3.5,NA
-40.5,3.5,605.00
-39.5,3.5,689.25
-38.5,3.5,570.63
-37.5,3.5,453.47
-36.5,3.5,757.00
-35.5,3.5,299.00
-34.5,3.5,845.25
-33.5,3.5,1230.00
-32.5,3.5,1090.65
-31.5,3.5,212.50
-30.5,3.5,NA
-29.5,3.5,NA
-28.5,3.5,984.00
-27.5,3.5,993.00
-26.5,3.5,1198.45
-25.5,3.5,1121.53
-24.5,3.5,1138.66
-23.5,3.5,1297.90
-22.5,3.5,1342.83
-21.5,3.5,1933.97
-20.5,3.5,2081.07
-19.5,3.5,2390.00
-18.5,3.5,2816.50
-17.5,3.5,4991.00
-16.5,3.5,4628.50
-15.5,3.5,3777.00
-14.5,3.5,2928.57
-13.5,3.5,3333.33
-12.5,3.5,4000.00
-11.5,3.5,NA
-10.5,3.5,NA
-9.5,3.5,NA
-8.5,3.5,1551.50
-7.5,3.5,NA
-6.5,3.5,NA
-5.5,3.5,NA
-4.5,3.5,NA
-3.5,3.5,NA
-2.5,3.5,NA
-1.5,3.5,NA
-0.5,3.5,NA
-46.5,2.5,NA
-45.5,2.5,NA
-44.5,2.5,NA
-43.5,2.5,NA
-42.5,2.5,885.00
-41.5,2.5,511.60
-40.5,2.5,338.00
-39.5,2.5,297.06
-38.5,2.5,326.14
-37.5,2.5,270.85
-36.5,2.5,123.00
-35.5,2.5,164.25
-34.5,2.5,617.00
-33.5,2.5,86.00
-32.5,2.5,195.00
-31.5,2.5,NA
-30.5,2.5,NA
-29.5,2.5,NA
-28.5,2.5,NA
-27.5,2.5,NA
-26.5,2.5,1442.33
-25.5,2.5,1158.69
-24.5,2.5,918.09
-23.5,2.5,1075.49
-22.5,2.5,1593.00
-21.5,2.5,1557.26
-20.5,2.5,1634.47
-19.5,2.5,1959.75
-18.5,2.5,1312.00
-17.5,2.5,2825.67
-16.5,2.5,2302.00
-15.5,2.5,2291.67
-14.5,2.5,4618.67
-13.5,2.5,4560.00
-12.5,2.5,2628.57
-11.5,2.5,NA
-10.5,2.5,NA
-9.5,2.5,2435.00
-8.5,2.5,1346.00
-7.5,2.5,1084.00
-6.5,2.5,NA
-5.5,2.5,NA
-4.5,2.5,NA
-3.5,2.5,NA
-2.5,2.5,7483.00
-1.5,2.5,NA
-0.5,2.5,NA
-46.5,1.5,NA
-45.5,1.5,NA
-44.5,1.5,NA
-43.5,1.5,NA
-42.5,1.5,NA
-41.5,1.5,NA
-40.5,1.5,636.00
-39.5,1.5,NA
-38.5,1.5,410.00
-37.5,1.5,NA
-36.5,1.5,616.80
-35.5,1.5,193.33
-34.5,1.5,116.67
-33.5,1.5,132.33
-32.5,1.5,2520.00
-31.5,1.5,NA
-30.5,1.5,NA
-29.5,1.5,NA
-28.5,1.5,NA
-27.5,1.5,NA
-26.5,1.5,674.00
-25.5,1.5,1332.50
-24.5,1.5,1157.60
-23.5,1.5,1194.81
-22.5,1.5,1379.00
-21.5,1.5,1380.11
-20.5,1.5,2005.70
-19.5,1.5,2665.20
-18.5,1.5,3605.20
-17.5,1.5,1862.00
-16.5,1.5,574.00
-15.5,1.5,1900.86
-14.5,1.5,2890.60
-13.5,1.5,NA
-12.5,1.5,NA
-11.5,1.5,NA
-10.5,1.5,NA
-9.5,1.5,NA
-8.5,1.5,NA
-7.5,1.5,NA
-6.5,1.5,NA
-5.5,1.5,NA
-4.5,1.5,NA
-3.5,1.5,1719.00
-2.5,1.5,1976.67
-1.5,1.5,1130.95
-0.5,1.5,1961.90
-46.5,0.5,NA
-45.5,0.5,NA
-44.5,0.5,NA
-43.5,0.5,NA
-42.5,0.5,NA
-41.5,0.5,NA
-40.5,0.5,NA
-39.5,0.5,NA
-38.5,0.5,NA
-37.5,0.5,NA
-36.5,0.5,NA
-35.5,0.5,NA
-34.5,0.5,NA
-33.5,0.5,NA
-32.5,0.5,NA
-31.5,0.5,NA
-30.5,0.5,NA
-29.5,0.5,NA
-28.5,0.5,NA
-27.5,0.5,NA
-26.5,0.5,NA
-25.5,0.5,1636.57
-24.5,0.5,1769.30
-23.5,0.5,1737.19
-22.5,0.5,1226.24
-21.5,0.5,2038.69
-20.5,0.5,1376.06
-19.5,0.5,3460.50
-18.5,0.5,3017.40
-17.5,0.5,NA
-16.5,0.5,0.00
-15.5,0.5,NA
-14.5,0.5,3514.33
-13.5,0.5,1589.00
-12.5,0.5,NA
-11.5,0.5,3280.00
-10.5,0.5,5715.00
-9.5,0.5,NA
-8.5,0.5,NA
-7.5,0.5,NA
-6.5,0.5,NA
-5.5,0.5,NA
-4.5,0.5,1430.00
-3.5,0.5,3791.83
-2.5,0.5,2347.86
-1.5,0.5,2080.23
-0.5,0.5,1649.47
