long,lat,mdd
-15.5,8.5,170.63
-14.5,8.5,NA
-13.5,8.5,NA
-12.5,8.5,NA
-11.5,8.5,NA
-10.5,8.5,NA
-9.5,8.5,NA
-8.5,8.5,NA
-7.5,8.5,NA
-6.5,8.5,NA
-5.5,8.5,NA
-4.5,8.5,NA
-3.5,8.5,NA
-2.5,8.5,NA
-1.5,8.5,NA
-0.5,8.5,NA
-39.5,7.5,251.34
-38.5,7.5,252.43
-37.5,7.5,253.68
-36.5,7.5,255.79
-35.5,7.5,258.61
-34.5,7.5,261.80
-33.5,7.5,265.72
-32.5,7.5,269.49
-31.5,7.5,272.94
-30.5,7.5,276.57
-29.5,7.5,278.55
-28.5,7.5,279.13
-27.5,7.5,280.68
-26.5,7.5,282.21
-25.5,7.5,284.03
-24.5,7.5,285.21
-23.5,7.5,284.51
-22.5,7.5,282.42
-21.5,7.5,280.11
-20.5,7.5,273.25
-19.5,7.5,259.16
-18.5,7.5,235.62
-17.5,7.5,207.37
-16.5,7.5,179.22
-15.5,7.5,162.33
-14.5,7.5,161.35
-13.5,7.5,NA
-12.5,7.5,NA
-11.5,7.5,NA
-10.5,7.5,NA
-9.5,7.5,NA
-8.5,7.5,NA
-7.5,7.5,NA
-6.5,7.5,NA
-5.5,7.5,NA
-4.5,7.5,NA
-3.5,7.5,NA
-2.5,7.5,NA
-1.5,7.5,NA
-0.5,7.5,NA
-39.5,6.5,248.42
-38.5,6.5,248.55
-37.5,6.5,248.48
-36.5,6.5,248.94
-35.5,6.5,250.51
-34.5,6.5,253.32
-33.5,6.5,256.50
-32.5,6.5,259.00
-31.5,6.5,262.03
-30.5,6.5,265.26
-29.5,6.5,267.36
-28.5,6.5,269.02
-27.5,6.5,270.36
-26.5,6.5,270.90
-25.5,6.5,271.08
-24.5,6.5,271.58
-23.5,6.5,272.22
-22.5,6.5,271.49
-21.5,6.5,269.24
-20.5,6.5,262.73
-19.5,6.5,248.64
-18.5,6.5,225.83
-17.5,6.5,198.18
-16.5,6.5,176.29
-15.5,6.5,164.56
-14.5,6.5,166.17
-13.5,6.5,168.68
-12.5,6.5,166.26
-11.5,6.5,NA
-10.5,6.5,NA
-9.5,6.5,NA
-8.5,6.5,NA
-7.5,6.5,NA
-6.5,6.5,NA
-5.5,6.5,NA
-4.5,6.5,NA
-3.5,6.5,NA
-2.5,6.5,NA
-1.5,6.5,NA
-0.5,6.5,NA
-39.5,5.5,250.21
-38.5,5.5,248.63
-37.5,5.5,248.00
-36.5,5.5,247.84
-35.5,5.5,247.44
-34.5,5.5,247.89
-33.5,5.5,248.50
-32.5,5.5,248.99
-31.5,5.5,250.19
-30.5,5.5,251.70
-29.5,5.5,254.12
-28.5,5.5,256.55
-27.5,5.5,258.17
-26.5,5.5,259.55
-25.5,5.5,260.24
-24.5,5.5,260.99
-23.5,5.5,261.80
-22.5,5.5,261.60
-21.5,5.5,260.30
-20.5,5.5,256.27
-19.5,5.5,247.83
-18.5,5.5,236.44
-17.5,5.5,223.48
-16.5,5.5,210.28
-15.5,5.5,199.28
-14.5,5.5,195.19
-13.5,5.5,191.79
-12.5,5.5,178.15
-11.5,5.5,158.66
-10.5,5.5,NA
-9.5,5.5,NA
-8.5,5.5,NA
-7.5,5.5,NA
-6.5,5.5,NA
-5.5,5.5,NA
-4.5,5.5,NA
-3.5,5.5,NA
-2.5,5.5,NA
-1.5,5.5,NA
-0.5,5.5,NA
-39.5,4.5,251.55
-38.5,4.5,250.54
-37.5,4.5,251.20
-36.5,4.5,251.58
-35.5,4.5,250.24
-34.5,4.5,248.03
-33.5,4.5,246.55
-32.5,4.5,245.70
-31.5,4.5,245.30
-30.5,4.5,246.03
-29.5,4.5,247.88
-28.5,4.5,250.60
-27.5,4.5,252.76
-26.5,4.5,254.59
-25.5,4.5,256.65
-24.5,4.5,257.72
-23.5,4.5,257.99
-22.5,4.5,259.02
-21.5,4.5,259.17
-20.5,4.5,257.61
-19.5,4.5,254.60
-18.5,4.5,250.22
-17.5,4.5,244.77
-16.5,4.5,239.30
-15.5,4.5,231.79
-14.5,4.5,221.09
-13.5,4.5,205.83
-12.5,4.5,187.15
-11.5,4.5,170.50
-10.5,4.5,156.52
-9.5,4.5,NA
-8.5,4.5,NA
-7.5,4.5,NA
-6.5,4.5,NA
-5.5,4.5,NA
-4.5,4.5,NA
-3.5,4.5,NA
-2.5,4.5,NA
-1.5,4.5,NA
-0.5,4.5,NA
-39.5,3.5,254.41
-38.5,3.5,252.83
-37.5,3.5,251.77
-36.5,3.5,251.41
-35.5,3.5,249.88
-34.5,3.5,247.63
-33.5,3.5,245.96
-32.5,3.5,245.81
-31.5,3.5,247.15
-30.5,3.5,249.73
-29.5,3.5,253.22
-28.5,3.5,257.12
-27.5,3.5,259.71
-26.5,3.5,262.11
-25.5,3.5,264.79
-24.5,3.5,265.78
-23.5,3.5,265.14
-22.5,3.5,264.30
-21.5,3.5,264.68
-20.5,3.5,264.67
-19.5,3.5,263.22
-18.5,3.5,259.59
-17.5,3.5,254.73
-16.5,3.5,250.34
-15.5,3.5,244.10
-14.5,3.5,234.11
-13.5,3.5,221.06
-12.5,3.5,206.59
-11.5,3.5,192.30
-10.5,3.5,182.78
-9.5,3.5,174.89
-8.5,3.5,171.47
-7.5,3.5,174.00
-6.5,3.5,185.85
-5.5,3.5,193.68
-4.5,3.5,188.49
-3.5,3.5,180.54
-2.5,3.5,182.51
-1.5,3.5,183.29
-0.5,3.5,179.19
-39.5,2.5,254.80
-38.5,2.5,251.67
-37.5,2.5,249.81
-36.5,2.5,248.47
-35.5,2.5,247.46
-34.5,2.5,247.92
-33.5,2.5,249.65
-32.5,2.5,252.50
-31.5,2.5,256.74
-30.5,2.5,261.32
-29.5,2.5,266.79
-28.5,2.5,271.23
-27.5,2.5,273.70
-26.5,2.5,275.12
-25.5,2.5,276.19
-24.5,2.5,276.69
-23.5,2.5,276.08
-22.5,2.5,274.63
-21.5,2.5,271.47
-20.5,2.5,267.80
-19.5,2.5,264.44
-18.5,2.5,260.27
-17.5,2.5,256.02
-16.5,2.5,252.86
-15.5,2.5,249.68
-14.5,2.5,246.54
-13.5,2.5,243.60
-12.5,2.5,239.20
-11.5,2.5,234.94
-10.5,2.5,232.53
-9.5,2.5,230.90
-8.5,2.5,230.46
-7.5,2.5,231.33
-6.5,2.5,232.39
-5.5,2.5,232.51
-4.5,2.5,232.94
-3.5,2.5,236.27
-2.5,2.5,241.64
-1.5,2.5,243.63
-0.5,2.5,242.65
-39.5,1.5,249.83
-38.5,1.5,249.60
-37.5,1.5,251.27
-36.5,1.5,254.67
-35.5,1.5,258.57
-34.5,1.5,263.70
-33.5,1.5,268.84
-32.5,1.5,274.77
-31.5,1.5,280.56
-30.5,1.5,285.53
-29.5,1.5,290.27
-28.5,1.5,294.36
-27.5,1.5,296.87
-26.5,1.5,299.27
-25.5,1.5,301.47
-24.5,1.5,302.68
-23.5,1.5,303.29
-22.5,1.5,302.52
-21.5,1.5,299.58
-20.5,1.5,296.28
-19.5,1.5,293.47
-18.5,1.5,291.88
-17.5,1.5,291.43
-16.5,1.5,292.11
-15.5,1.5,291.58
-14.5,1.5,290.95
-13.5,1.5,290.72
-12.5,1.5,288.87
-11.5,1.5,286.63
-10.5,1.5,284.09
-9.5,1.5,281.14
-8.5,1.5,278.33
-7.5,1.5,275.97
-6.5,1.5,274.35
-5.5,1.5,273.96
-4.5,1.5,274.34
-3.5,1.5,274.78
-2.5,1.5,275.63
-1.5,1.5,277.52
-0.5,1.5,279.79
-39.5,0.5,258.39
-38.5,0.5,263.93
-37.5,0.5,270.51
-36.5,0.5,277.95
-35.5,0.5,285.18
-34.5,0.5,291.12
-33.5,0.5,297.03
-32.5,0.5,302.44
-31.5,0.5,308.00
-30.5,0.5,312.89
-29.5,0.5,316.80
-28.5,0.5,320.61
-27.5,0.5,325.04
-26.5,0.5,329.09
-25.5,0.5,333.12
-24.5,0.5,336.92
-23.5,0.5,340.14
-22.5,0.5,342.90
-21.5,0.5,345.18
-20.5,0.5,347.65
-19.5,0.5,349.57
-18.5,0.5,351.25
-17.5,0.5,353.40
-16.5,0.5,355.88
-15.5,0.5,357.99
-14.5,0.5,359.13
-13.5,0.5,359.31
-12.5,0.5,358.32
-11.5,0.5,356.68
-10.5,0.5,354.53
-9.5,0.5,351.43
-8.5,0.5,347.40
-7.5,0.5,341.33
-6.5,0.5,334.04
-5.5,0.5,328.23
-4.5,0.5,324.22
-3.5,0.5,321.30
-2.5,0.5,319.45
-1.5,0.5,317.87
-0.5,0.5,316.45
